colour	x	y	showSelected1	fill
#F564E3	12	60.9	Physics	#F564E3
#F564E3	11	57.5	Physics	#F564E3
#F564E3	5	52.5	Physics	#F564E3
#F564E3	17	71.1	Physics	#F564E3
#F564E3	20	82.2	Physics	#F564E3
#F564E3	15	70.5	Physics	#F564E3
#F564E3	4	33.9	Physics	#F564E3
#F564E3	9	66.3	Physics	#F564E3
#F564E3	9	53.7	Physics	#F564E3
#F564E3	12	75.3	Physics	#F564E3
#F564E3	7	50.7	Physics	#F564E3
#F564E3	5	40.4	Physics	#F564E3
#F564E3	18	80.1	Physics	#F564E3
#F564E3	17	73.9	Physics	#F564E3
#F564E3	13	73.1	Physics	#F564E3
#F564E3	14	64.6	Physics	#F564E3
#F564E3	13	64.3	Physics	#F564E3
#F564E3	2	47.8	Physics	#F564E3
#F564E3	14	70.4	Physics	#F564E3
#F564E3	8	67.8	Physics	#F564E3
#F564E3	9	47.4	Physics	#F564E3
#F564E3	14	71.4	Physics	#F564E3
#F564E3	5	51.7	Physics	#F564E3
#F564E3	9	62.5	Physics	#F564E3
#F564E3	7	57.3	Physics	#F564E3
#F564E3	22	81.5	Physics	#F564E3
#F564E3	12	57.6	Physics	#F564E3
#F564E3	10	70.5	Physics	#F564E3
#F564E3	16	71.7	Physics	#F564E3
#F564E3	7	60.2	Physics	#F564E3
#F564E3	9	59.4	Physics	#F564E3
#F564E3	13	77.7	Physics	#F564E3
#F564E3	6	65.9	Physics	#F564E3
#F564E3	9	79.1	Physics	#F564E3
#F564E3	18	69.7	Physics	#F564E3
#F564E3	23	90.1	Physics	#F564E3
#F564E3	8	57.8	Physics	#F564E3
#F564E3	11	65	Physics	#F564E3
#F564E3	15	68.3	Physics	#F564E3
#F564E3	16	74.6	Physics	#F564E3
#F564E3	15	71.4	Physics	#F564E3
#F564E3	19	88.2	Physics	#F564E3
#B79F00	11	74.5	Chemistry	#B79F00
#B79F00	12	85.5	Chemistry	#B79F00
#B79F00	11	60.8	Chemistry	#B79F00
#B79F00	18	69.8	Chemistry	#B79F00
#B79F00	13	79.2	Chemistry	#B79F00
#B79F00	21	86.1	Chemistry	#B79F00
#B79F00	19	83.7	Chemistry	#B79F00
#B79F00	13	73.2	Chemistry	#B79F00
#B79F00	6	52.7	Chemistry	#B79F00
#B79F00	9	57.6	Chemistry	#B79F00
#B79F00	2	47.7	Chemistry	#B79F00
#B79F00	19	65.8	Chemistry	#B79F00
#B79F00	14	86.5	Chemistry	#B79F00
#B79F00	16	73.1	Chemistry	#B79F00
#B79F00	4	36.7	Chemistry	#B79F00
#B79F00	11	63.9	Chemistry	#B79F00
#B79F00	11	60.4	Chemistry	#B79F00
#B79F00	13	72.4	Chemistry	#B79F00
#B79F00	7	45.5	Chemistry	#B79F00
#B79F00	2	43.6	Chemistry	#B79F00
#B79F00	16	78.7	Chemistry	#B79F00
#B79F00	16	67.1	Chemistry	#B79F00
#B79F00	16	86.7	Chemistry	#B79F00
#B79F00	10	60.3	Chemistry	#B79F00
#B79F00	11	68	Chemistry	#B79F00
#B79F00	6	50.7	Chemistry	#B79F00
#B79F00	14	66	Chemistry	#B79F00
#B79F00	18	70.1	Chemistry	#B79F00
#B79F00	6	46.8	Chemistry	#B79F00
#B79F00	10	66.6	Chemistry	#B79F00
#B79F00	7	49.4	Chemistry	#B79F00
#B79F00	17	69.1	Chemistry	#B79F00
#B79F00	9	60.3	Chemistry	#B79F00
#B79F00	13	76.7	Chemistry	#B79F00
#B79F00	8	58	Chemistry	#B79F00
#B79F00	14	70.5	Chemistry	#B79F00
#B79F00	13	67.1	Chemistry	#B79F00
#B79F00	12	59.9	Chemistry	#B79F00
#B79F00	9	61.2	Chemistry	#B79F00
#B79F00	14	72.7	Chemistry	#B79F00
#B79F00	12	60.5	Chemistry	#B79F00
#B79F00	18	72.6	Chemistry	#B79F00
#B79F00	24	79.4	Chemistry	#B79F00
#B79F00	17	87.7	Chemistry	#B79F00
#B79F00	3	58.3	Chemistry	#B79F00
#B79F00	14	70.9	Chemistry	#B79F00
#B79F00	9	65.9	Chemistry	#B79F00
#B79F00	16	76.7	Chemistry	#B79F00
#B79F00	9	72.8	Chemistry	#B79F00
#B79F00	23	94.9	Chemistry	#B79F00
#F8766D	15	78.6	Biology	#F8766D
#F8766D	8	79.9	Biology	#F8766D
#F8766D	8	65.9	Biology	#F8766D
#F8766D	4	55.7	Biology	#F8766D
#F8766D	19	86.8	Biology	#F8766D
#F8766D	18	91.1	Biology	#F8766D
#F8766D	10	70	Biology	#F8766D
#F8766D	9	61	Biology	#F8766D
#F8766D	6	55.6	Biology	#F8766D
#F8766D	5	55	Biology	#F8766D
#F8766D	14	65.8	Biology	#F8766D
#F8766D	14	75.5	Biology	#F8766D
#F8766D	17	76.9	Biology	#F8766D
#F8766D	20	80.8	Biology	#F8766D
#F8766D	5	35.3	Biology	#F8766D
#F8766D	6	68.9	Biology	#F8766D
#F8766D	12	62.7	Biology	#F8766D
#F8766D	13	70.8	Biology	#F8766D
#F8766D	8	53.5	Biology	#F8766D
#F8766D	7	51.5	Biology	#F8766D
#F8766D	18	82.4	Biology	#F8766D
#F8766D	20	77.5	Biology	#F8766D
#F8766D	21	82.8	Biology	#F8766D
#F8766D	21	69.1	Biology	#F8766D
#F8766D	16	69.9	Biology	#F8766D
#F8766D	7	57.8	Biology	#F8766D
#F8766D	6	73.5	Biology	#F8766D
#F8766D	18	76.3	Biology	#F8766D
#F8766D	9	43.9	Biology	#F8766D
#F8766D	15	68.2	Biology	#F8766D
#F8766D	10	54.2	Biology	#F8766D
#F8766D	13	69.2	Biology	#F8766D
#F8766D	13	66	Biology	#F8766D
#F8766D	14	75.2	Biology	#F8766D
#F8766D	18	75.6	Biology	#F8766D
#F8766D	14	67.3	Biology	#F8766D
#F8766D	13	73.8	Biology	#F8766D
#F8766D	20	72	Biology	#F8766D
#F8766D	13	56.7	Biology	#F8766D
#F8766D	14	75.9	Biology	#F8766D
#F8766D	10	65.3	Biology	#F8766D
#F8766D	12	68.7	Biology	#F8766D
#F8766D	8	68.1	Biology	#F8766D
#F8766D	21	86.2	Biology	#F8766D
#F8766D	10	63	Biology	#F8766D
#F8766D	14	69.1	Biology	#F8766D
#F8766D	9	71.8	Biology	#F8766D
#F8766D	14	77.8	Biology	#F8766D
#F8766D	13	81.1	Biology	#F8766D
#F8766D	14	88.2	Biology	#F8766D
#00BA38	21	87.9	English	#00BA38
#00BA38	14	71.7	English	#00BA38
#00BA38	14	72.2	English	#00BA38
#00BA38	16	80.9	English	#00BA38
#00BA38	22	84.3	English	#00BA38
#00BA38	20	87	English	#00BA38
#00BA38	12	77.9	English	#00BA38
#00BA38	18	81.9	English	#00BA38
#00BA38	8	57.3	English	#00BA38
#00BA38	9	58.9	English	#00BA38
#00BA38	6	53	English	#00BA38
#00BA38	15	74	English	#00BA38
#00BA38	20	82	English	#00BA38
#00BA38	26	86.6	English	#00BA38
#00BA38	8	43.6	English	#00BA38
#00BA38	15	68.7	English	#00BA38
#00BA38	11	63.3	English	#00BA38
#00BA38	18	73.3	English	#00BA38
#00BA38	14	56.9	English	#00BA38
#00BA38	10	57.1	English	#00BA38
#00BA38	20	80.1	English	#00BA38
#00BA38	8	66	English	#00BA38
#00BA38	18	81.7	English	#00BA38
#00BA38	14	68.9	English	#00BA38
#00BA38	14	75.5	English	#00BA38
#00BA38	14	62.3	English	#00BA38
#00BA38	14	74.9	English	#00BA38
#00BA38	13	77.4	English	#00BA38
#00BA38	13	57.1	English	#00BA38
#00BA38	15	74.3	English	#00BA38
#00BA38	12	55	English	#00BA38
#00BA38	13	78.1	English	#00BA38
#00BA38	14	68.4	English	#00BA38
#00BA38	19	81.1	English	#00BA38
#00BA38	10	64.8	English	#00BA38
#00BA38	19	79.6	English	#00BA38
#00BA38	14	69.7	English	#00BA38
#00BA38	14	66.7	English	#00BA38
#00BA38	4	62.2	English	#00BA38
#00BA38	16	82.4	English	#00BA38
#00BA38	8	65.6	English	#00BA38
#00BA38	19	84.1	English	#00BA38
#00BA38	21	77.3	English	#00BA38
#00BA38	28	91.1	English	#00BA38
#00BA38	8	51.9	English	#00BA38
#00BA38	17	64.9	English	#00BA38
#00BA38	17	76.4	English	#00BA38
#00BA38	21	80.5	English	#00BA38
#00BA38	20	81.5	English	#00BA38
#00BA38	14	87.2	English	#00BA38
#00BFC4	20	95.5	History	#00BFC4
#00BFC4	14	76.8	History	#00BFC4
#00BFC4	17	75.5	History	#00BFC4
#00BFC4	11	65.6	History	#00BFC4
#00BFC4	18	83.1	History	#00BFC4
#00BFC4	21	86.1	History	#00BFC4
#00BFC4	20	84.5	History	#00BFC4
#00BFC4	12	70.5	History	#00BFC4
#00BFC4	14	69.2	History	#00BFC4
#00BFC4	17	68.7	History	#00BFC4
#00BFC4	13	58.6	History	#00BFC4
#00BFC4	19	84.6	History	#00BFC4
#00BFC4	13	80.5	History	#00BFC4
#00BFC4	16	72.4	History	#00BFC4
#00BFC4	7	39.3	History	#00BFC4
#00BFC4	17	69.7	History	#00BFC4
#00BFC4	16	72.6	History	#00BFC4
#00BFC4	20	74.7	History	#00BFC4
#00BFC4	9	60.1	History	#00BFC4
#00BFC4	15	54.9	History	#00BFC4
#00BFC4	22	88.5	History	#00BFC4
#00BFC4	14	71.9	History	#00BFC4
#00BFC4	21	93.9	History	#00BFC4
#00BFC4	16	79.9	History	#00BFC4
#00BFC4	12	63.5	History	#00BFC4
#00BFC4	8	59.3	History	#00BFC4
#00BFC4	16	79.4	History	#00BFC4
#00BFC4	18	87.2	History	#00BFC4
#00BFC4	13	54.6	History	#00BFC4
#00BFC4	14	71.8	History	#00BFC4
#00BFC4	11	58.9	History	#00BFC4
#00BFC4	11	63.9	History	#00BFC4
#00BFC4	11	64	History	#00BFC4
#00BFC4	15	81.4	History	#00BFC4
#00BFC4	13	75.6	History	#00BFC4
#00BFC4	18	79.7	History	#00BFC4
#00BFC4	16	78.5	History	#00BFC4
#00BFC4	13	66.4	History	#00BFC4
#00BFC4	12	61	History	#00BFC4
#00BFC4	12	77.1	History	#00BFC4
#00BFC4	12	59.1	History	#00BFC4
#00BFC4	19	69	History	#00BFC4
#00BFC4	18	79.2	History	#00BFC4
#00BFC4	17	100	History	#00BFC4
#00BFC4	6	58.2	History	#00BFC4
#00BFC4	11	76.8	History	#00BFC4
#00BFC4	11	66.8	History	#00BFC4
#00BFC4	18	84.2	History	#00BFC4
#00BFC4	16	81.6	History	#00BFC4
#00BFC4	23	95.6	History	#00BFC4
#619CFF	11	68.6	Mathematics	#619CFF
#619CFF	10	69.2	Mathematics	#619CFF
#619CFF	6	60.4	Mathematics	#619CFF
#619CFF	5	54	Mathematics	#619CFF
#619CFF	13	66.5	Mathematics	#619CFF
#619CFF	13	73.1	Mathematics	#619CFF
#619CFF	5	63.4	Mathematics	#619CFF
#619CFF	10	68.2	Mathematics	#619CFF
#619CFF	6	57.5	Mathematics	#619CFF
#619CFF	8	53.2	Mathematics	#619CFF
#619CFF	7	46.1	Mathematics	#619CFF
#619CFF	15	71.9	Mathematics	#619CFF
#619CFF	19	81.5	Mathematics	#619CFF
#619CFF	16	68.3	Mathematics	#619CFF
#619CFF	2	34.5	Mathematics	#619CFF
#619CFF	9	68.6	Mathematics	#619CFF
#619CFF	10	59.5	Mathematics	#619CFF
#619CFF	15	71.9	Mathematics	#619CFF
#619CFF	12	54.4	Mathematics	#619CFF
#619CFF	2	38	Mathematics	#619CFF
#619CFF	18	82.4	Mathematics	#619CFF
#619CFF	16	70.5	Mathematics	#619CFF
#619CFF	20	81.4	Mathematics	#619CFF
#619CFF	10	66.3	Mathematics	#619CFF
#619CFF	20	73.1	Mathematics	#619CFF
#619CFF	7	47.8	Mathematics	#619CFF
#619CFF	12	69.7	Mathematics	#619CFF
#619CFF	20	73.3	Mathematics	#619CFF
#619CFF	2	36.2	Mathematics	#619CFF
#619CFF	13	63.3	Mathematics	#619CFF
#619CFF	11	58.9	Mathematics	#619CFF
#619CFF	9	58	Mathematics	#619CFF
#619CFF	11	60.5	Mathematics	#619CFF
#619CFF	18	85.8	Mathematics	#619CFF
#619CFF	4	57.2	Mathematics	#619CFF
#619CFF	12	65.9	Mathematics	#619CFF
#619CFF	13	63.6	Mathematics	#619CFF
#619CFF	10	68	Mathematics	#619CFF
#619CFF	4	61.8	Mathematics	#619CFF
#619CFF	16	69.9	Mathematics	#619CFF
#619CFF	11	56	Mathematics	#619CFF
#619CFF	12	74.1	Mathematics	#619CFF
#619CFF	14	65.9	Mathematics	#619CFF
#619CFF	24	91.6	Mathematics	#619CFF
#619CFF	6	54	Mathematics	#619CFF
#619CFF	10	72.7	Mathematics	#619CFF
#619CFF	6	69.8	Mathematics	#619CFF
#619CFF	16	70.5	Mathematics	#619CFF
#619CFF	18	77.4	Mathematics	#619CFF
#619CFF	21	83	Mathematics	#619CFF
#F564E3	20	81.4	Physics	#F564E3
#F564E3	21	82.8	Physics	#F564E3
#F564E3	10	62.8	Physics	#F564E3
#F564E3	10	63.6	Physics	#F564E3
#F564E3	13	75.9	Physics	#F564E3
#F564E3	13	77.8	Physics	#F564E3
#F564E3	18	78.6	Physics	#F564E3
#F564E3	15	61.9	Physics	#F564E3
#F564E3	8	55.8	Physics	#F564E3
#F564E3	8	49.3	Physics	#F564E3
#F564E3	9	47.5	Physics	#F564E3
#F564E3	11	75	Physics	#F564E3
#F564E3	18	84.8	Physics	#F564E3
#F564E3	13	76	Physics	#F564E3
#F564E3	2	39.9	Physics	#F564E3
#F564E3	10	69.1	Physics	#F564E3
#F564E3	14	66.5	Physics	#F564E3
#F564E3	12	74.9	Physics	#F564E3
#F564E3	8	55.9	Physics	#F564E3
#F564E3	10	52.7	Physics	#F564E3
#F564E3	17	84.4	Physics	#F564E3
#F564E3	12	68	Physics	#F564E3
#F564E3	14	75.6	Physics	#F564E3
#F564E3	11	65.6	Physics	#F564E3
#F564E3	25	84.3	Physics	#F564E3
#F564E3	4	51.4	Physics	#F564E3
#F564E3	12	60.9	Physics	#F564E3
#F564E3	17	74.4	Physics	#F564E3
#F564E3	2	37.2	Physics	#F564E3
#F564E3	14	66.5	Physics	#F564E3
#F564E3	10	57.6	Physics	#F564E3
#F564E3	14	74.7	Physics	#F564E3
#F564E3	18	68.7	Physics	#F564E3
#F564E3	16	78.4	Physics	#F564E3
#F564E3	13	65	Physics	#F564E3
#F564E3	13	76.9	Physics	#F564E3
#F564E3	15	80.3	Physics	#F564E3
#F564E3	9	62.9	Physics	#F564E3
#F564E3	10	59.8	Physics	#F564E3
#F564E3	17	78.6	Physics	#F564E3
#F564E3	10	61.1	Physics	#F564E3
#F564E3	17	76	Physics	#F564E3
#F564E3	15	66	Physics	#F564E3
#F564E3	21	91.8	Physics	#F564E3
#F564E3	4	56.2	Physics	#F564E3
#F564E3	14	72.6	Physics	#F564E3
#F564E3	13	71.8	Physics	#F564E3
#F564E3	11	66.4	Physics	#F564E3
#F564E3	10	80.5	Physics	#F564E3
#F564E3	18	91.8	Physics	#F564E3
#B79F00	14	77	Chemistry	#B79F00
#B79F00	14	70.1	Chemistry	#B79F00
#B79F00	15	69.1	Chemistry	#B79F00
#B79F00	15	69.6	Chemistry	#B79F00
#B79F00	18	82.1	Chemistry	#B79F00
#B79F00	19	86.3	Chemistry	#B79F00
#B79F00	15	73.1	Chemistry	#B79F00
#B79F00	9	65.8	Chemistry	#B79F00
#B79F00	7	55.5	Chemistry	#B79F00
#B79F00	10	53.2	Chemistry	#B79F00
#B79F00	7	52.7	Chemistry	#B79F00
#B79F00	13	78.1	Chemistry	#B79F00
#B79F00	15	71.9	Chemistry	#B79F00
#B79F00	4	67.2	Chemistry	#B79F00
#B79F00	2	31.8	Chemistry	#B79F00
#B79F00	14	72	Chemistry	#B79F00
#B79F00	10	63.2	Chemistry	#B79F00
#B79F00	18	80.7	Chemistry	#B79F00
#B79F00	8	47.6	Chemistry	#B79F00
#B79F00	2	47.7	Chemistry	#B79F00
#B79F00	17	84	Chemistry	#B79F00
#B79F00	15	78.5	Chemistry	#B79F00
#B79F00	21	80.1	Chemistry	#B79F00
#B79F00	14	70.5	Chemistry	#B79F00
#B79F00	11	75.1	Chemistry	#B79F00
#B79F00	7	45.6	Chemistry	#B79F00
#B79F00	13	65.2	Chemistry	#B79F00
#B79F00	19	82.3	Chemistry	#B79F00
#B79F00	4	50.4	Chemistry	#B79F00
#B79F00	10	60.6	Chemistry	#B79F00
#B79F00	8	53.2	Chemistry	#B79F00
#B79F00	5	62.5	Chemistry	#B79F00
#B79F00	6	68.7	Chemistry	#B79F00
#B79F00	16	88	Chemistry	#B79F00
#B79F00	11	59	Chemistry	#B79F00
#B79F00	8	74.6	Chemistry	#B79F00
#B79F00	21	72.2	Chemistry	#B79F00
#B79F00	19	72.6	Chemistry	#B79F00
#B79F00	3	60.6	Chemistry	#B79F00
#B79F00	22	78	Chemistry	#B79F00
#B79F00	8	59.8	Chemistry	#B79F00
#B79F00	13	66	Chemistry	#B79F00
#B79F00	16	75.5	Chemistry	#B79F00
#B79F00	14	91.4	Chemistry	#B79F00
#B79F00	9	56.8	Chemistry	#B79F00
#B79F00	15	70.9	Chemistry	#B79F00
#B79F00	6	66.4	Chemistry	#B79F00
#B79F00	13	70.6	Chemistry	#B79F00
#B79F00	20	75.8	Chemistry	#B79F00
#B79F00	20	93	Chemistry	#B79F00
#F8766D	16	78.2	Biology	#F8766D
#F8766D	15	73.6	Biology	#F8766D
#F8766D	12	67.7	Biology	#F8766D
#F8766D	15	69.6	Biology	#F8766D
#F8766D	13	83.9	Biology	#F8766D
#F8766D	23	80.6	Biology	#F8766D
#F8766D	17	84.4	Biology	#F8766D
#F8766D	11	65.1	Biology	#F8766D
#F8766D	14	64.7	Biology	#F8766D
#F8766D	17	74.6	Biology	#F8766D
#F8766D	5	45	Biology	#F8766D
#F8766D	15	79	Biology	#F8766D
#F8766D	20	84.7	Biology	#F8766D
#F8766D	18	77.1	Biology	#F8766D
#F8766D	2	39.7	Biology	#F8766D
#F8766D	12	68.1	Biology	#F8766D
#F8766D	10	58.6	Biology	#F8766D
#F8766D	17	70.7	Biology	#F8766D
#F8766D	5	51	Biology	#F8766D
#F8766D	8	56.3	Biology	#F8766D
#F8766D	21	87.2	Biology	#F8766D
#F8766D	20	78.1	Biology	#F8766D
#F8766D	14	82.7	Biology	#F8766D
#F8766D	11	64.9	Biology	#F8766D
#F8766D	16	76.4	Biology	#F8766D
#F8766D	14	53	Biology	#F8766D
#F8766D	18	79.7	Biology	#F8766D
#F8766D	21	81.5	Biology	#F8766D
#F8766D	5	58	Biology	#F8766D
#F8766D	16	70.9	Biology	#F8766D
#F8766D	10	60.2	Biology	#F8766D
#F8766D	13	68	Biology	#F8766D
#F8766D	14	70.8	Biology	#F8766D
#F8766D	13	90.3	Biology	#F8766D
#F8766D	8	67.5	Biology	#F8766D
#F8766D	16	69	Biology	#F8766D
#F8766D	22	75.9	Biology	#F8766D
#F8766D	13	64.6	Biology	#F8766D
#F8766D	10	64.5	Biology	#F8766D
#F8766D	11	76.5	Biology	#F8766D
#F8766D	11	59.8	Biology	#F8766D
#F8766D	11	73	Biology	#F8766D
#F8766D	14	80.8	Biology	#F8766D
#F8766D	21	91.9	Biology	#F8766D
#F8766D	10	61.4	Biology	#F8766D
#F8766D	12	73.9	Biology	#F8766D
#F8766D	13	69.4	Biology	#F8766D
#F8766D	12	78.4	Biology	#F8766D
#F8766D	17	81.9	Biology	#F8766D
#F8766D	26	98.8	Biology	#F8766D
#00BA38	16	85.2	English	#00BA38
#00BA38	17	77.9	English	#00BA38
#00BA38	15	68.5	English	#00BA38
#00BA38	17	69.6	English	#00BA38
#00BA38	15	85.2	English	#00BA38
#00BA38	21	90	English	#00BA38
#00BA38	16	74.8	English	#00BA38
#00BA38	17	70.3	English	#00BA38
#00BA38	13	59.6	English	#00BA38
#00BA38	6	63.8	English	#00BA38
#00BA38	10	58.8	English	#00BA38
#00BA38	16	78	English	#00BA38
#00BA38	15	78.2	English	#00BA38
#00BA38	11	74.5	English	#00BA38
#00BA38	5	43.2	English	#00BA38
#00BA38	12	59.8	English	#00BA38
#00BA38	12	64.7	English	#00BA38
#00BA38	6	72.8	English	#00BA38
#00BA38	17	64.4	English	#00BA38
#00BA38	4	54.7	English	#00BA38
#00BA38	21	86.3	English	#00BA38
#00BA38	10	66.9	English	#00BA38
#00BA38	20	90.4	English	#00BA38
#00BA38	16	75.3	English	#00BA38
#00BA38	16	77.4	English	#00BA38
#00BA38	12	54.9	English	#00BA38
#00BA38	15	69.7	English	#00BA38
#00BA38	15	86.2	English	#00BA38
#00BA38	13	57.1	English	#00BA38
#00BA38	16	75.9	English	#00BA38
#00BA38	11	61.2	English	#00BA38
#00BA38	18	68.4	English	#00BA38
#00BA38	13	67	English	#00BA38
#00BA38	17	89.3	English	#00BA38
#00BA38	14	63.4	English	#00BA38
#00BA38	20	75.6	English	#00BA38
#00BA38	17	77.1	English	#00BA38
#00BA38	15	71.1	English	#00BA38
#00BA38	9	62.7	English	#00BA38
#00BA38	17	77.9	English	#00BA38
#00BA38	17	73.8	English	#00BA38
#00BA38	12	64.9	English	#00BA38
#00BA38	11	70.7	English	#00BA38
#00BA38	22	92.3	English	#00BA38
#00BA38	13	67.4	English	#00BA38
#00BA38	17	76	English	#00BA38
#00BA38	14	71.1	English	#00BA38
#00BA38	12	81.8	English	#00BA38
#00BA38	20	81.8	English	#00BA38
#00BA38	18	90.4	English	#00BA38
#00BFC4	18	79.2	History	#00BFC4
#00BFC4	24	85.7	History	#00BFC4
#00BFC4	12	72.8	History	#00BFC4
#00BFC4	16	76.9	History	#00BFC4
#00BFC4	16	86.1	History	#00BFC4
#00BFC4	18	85.8	History	#00BFC4
#00BFC4	18	82.2	History	#00BFC4
#00BFC4	14	71	History	#00BFC4
#00BFC4	7	57	History	#00BFC4
#00BFC4	10	66.5	History	#00BFC4
#00BFC4	13	69	History	#00BFC4
#00BFC4	14	72.4	History	#00BFC4
#00BFC4	21	79.8	History	#00BFC4
#00BFC4	12	72.1	History	#00BFC4
#00BFC4	3	45	History	#00BFC4
#00BFC4	19	80.4	History	#00BFC4
#00BFC4	17	74.3	History	#00BFC4
#00BFC4	18	81.3	History	#00BFC4
#00BFC4	6	55.2	History	#00BFC4
#00BFC4	8	56.4	History	#00BFC4
#00BFC4	17	84.6	History	#00BFC4
#00BFC4	17	78.7	History	#00BFC4
#00BFC4	26	99	History	#00BFC4
#00BFC4	17	77.4	History	#00BFC4
#00BFC4	17	77.8	History	#00BFC4
#00BFC4	12	69.6	History	#00BFC4
#00BFC4	15	79.9	History	#00BFC4
#00BFC4	15	82.4	History	#00BFC4
#00BFC4	3	54.7	History	#00BFC4
#00BFC4	16	78.5	History	#00BFC4
#00BFC4	8	56.2	History	#00BFC4
#00BFC4	8	72.6	History	#00BFC4
#00BFC4	9	67.6	History	#00BFC4
#00BFC4	21	82.1	History	#00BFC4
#00BFC4	4	64.1	History	#00BFC4
#00BFC4	18	85.8	History	#00BFC4
#00BFC4	13	74.4	History	#00BFC4
#00BFC4	10	72.6	History	#00BFC4
#00BFC4	15	73.2	History	#00BFC4
#00BFC4	16	83	History	#00BFC4
#00BFC4	15	64.2	History	#00BFC4
#00BFC4	15	67.8	History	#00BFC4
#00BFC4	10	88	History	#00BFC4
#00BFC4	21	99.1	History	#00BFC4
#00BFC4	11	67.5	History	#00BFC4
#00BFC4	15	81.6	History	#00BFC4
#00BFC4	15	77.6	History	#00BFC4
#00BFC4	18	82.2	History	#00BFC4
#00BFC4	16	84.7	History	#00BFC4
#00BFC4	30	100	History	#00BFC4
#619CFF	23	87.9	Mathematics	#619CFF
#619CFF	18	82.6	Mathematics	#619CFF
#619CFF	13	60	Mathematics	#619CFF
#619CFF	4	61.4	Mathematics	#619CFF
#619CFF	18	89.5	Mathematics	#619CFF
#619CFF	15	78.7	Mathematics	#619CFF
#619CFF	16	71	Mathematics	#619CFF
#619CFF	10	72	Mathematics	#619CFF
#619CFF	10	61.6	Mathematics	#619CFF
#619CFF	11	63	Mathematics	#619CFF
#619CFF	12	52.4	Mathematics	#619CFF
#619CFF	18	74.6	Mathematics	#619CFF
#619CFF	17	84.7	Mathematics	#619CFF
#619CFF	17	71.8	Mathematics	#619CFF
#619CFF	2	33.1	Mathematics	#619CFF
#619CFF	10	69.1	Mathematics	#619CFF
#619CFF	7	57.6	Mathematics	#619CFF
#619CFF	11	60.1	Mathematics	#619CFF
#619CFF	5	56.7	Mathematics	#619CFF
#619CFF	11	50.8	Mathematics	#619CFF
#619CFF	18	80.3	Mathematics	#619CFF
#619CFF	10	63.3	Mathematics	#619CFF
#619CFF	18	76.7	Mathematics	#619CFF
#619CFF	10	71.3	Mathematics	#619CFF
#619CFF	14	72.1	Mathematics	#619CFF
#619CFF	10	57.2	Mathematics	#619CFF
#619CFF	16	77.2	Mathematics	#619CFF
#619CFF	12	76.4	Mathematics	#619CFF
#619CFF	3	47.4	Mathematics	#619CFF
#619CFF	16	66.3	Mathematics	#619CFF
#619CFF	8	59.3	Mathematics	#619CFF
#619CFF	10	68.6	Mathematics	#619CFF
#619CFF	11	62.9	Mathematics	#619CFF
#619CFF	15	78.4	Mathematics	#619CFF
#619CFF	11	65.1	Mathematics	#619CFF
#619CFF	17	76.1	Mathematics	#619CFF
#619CFF	18	75.9	Mathematics	#619CFF
#619CFF	17	64.1	Mathematics	#619CFF
#619CFF	5	56.2	Mathematics	#619CFF
#619CFF	10	70	Mathematics	#619CFF
#619CFF	6	54.4	Mathematics	#619CFF
#619CFF	13	67.7	Mathematics	#619CFF
#619CFF	14	76.6	Mathematics	#619CFF
#619CFF	21	88	Mathematics	#619CFF
#619CFF	9	49.9	Mathematics	#619CFF
#619CFF	17	70.5	Mathematics	#619CFF
#619CFF	8	57.6	Mathematics	#619CFF
#619CFF	10	73.4	Mathematics	#619CFF
#619CFF	15	79.9	Mathematics	#619CFF
#619CFF	22	91	Mathematics	#619CFF
#F564E3	17	84.9	Physics	#F564E3
#F564E3	19	83.4	Physics	#F564E3
#F564E3	17	69.8	Physics	#F564E3
#F564E3	12	74	Physics	#F564E3
#F564E3	16	81.7	Physics	#F564E3
#F564E3	19	82.4	Physics	#F564E3
#F564E3	20	73.6	Physics	#F564E3
#F564E3	10	70.9	Physics	#F564E3
#F564E3	14	61.8	Physics	#F564E3
#F564E3	5	57.3	Physics	#F564E3
#F564E3	5	56.1	Physics	#F564E3
#F564E3	14	71.1	Physics	#F564E3
#F564E3	18	91.4	Physics	#F564E3
#F564E3	16	81.2	Physics	#F564E3
#F564E3	5	35.3	Physics	#F564E3
#F564E3	9	68.7	Physics	#F564E3
#F564E3	9	56.3	Physics	#F564E3
#F564E3	17	68.2	Physics	#F564E3
#F564E3	8	53.9	Physics	#F564E3
#F564E3	5	56.9	Physics	#F564E3
#F564E3	24	85.9	Physics	#F564E3
#F564E3	17	70.2	Physics	#F564E3
#F564E3	22	80.7	Physics	#F564E3
#F564E3	14	62.7	Physics	#F564E3
#F564E3	16	69.2	Physics	#F564E3
#F564E3	8	60.3	Physics	#F564E3
#F564E3	12	72.1	Physics	#F564E3
#F564E3	20	76.2	Physics	#F564E3
#F564E3	5	56.8	Physics	#F564E3
#F564E3	9	62.7	Physics	#F564E3
#F564E3	7	57.6	Physics	#F564E3
#F564E3	18	70	Physics	#F564E3
#F564E3	13	65.6	Physics	#F564E3
#F564E3	17	82.2	Physics	#F564E3
#F564E3	8	61.8	Physics	#F564E3
#F564E3	20	75.5	Physics	#F564E3
#F564E3	15	74.7	Physics	#F564E3
#F564E3	18	74	Physics	#F564E3
#F564E3	12	67	Physics	#F564E3
#F564E3	18	84.8	Physics	#F564E3
#F564E3	12	61.2	Physics	#F564E3
