group	colour	x	y	clickSelects	showSelected1
169	#00BFC4	6	55.2	S019	History
169	#00BFC4	7	61.1	S019	History
169	#00BFC4	8	64.4	S019	History
170	#00BFC4	1	41.7	S020	History
170	#00BFC4	2	47.6	S020	History
170	#00BFC4	3	50.9	S020	History
170	#00BFC4	4	45.4	S020	History
170	#00BFC4	5	54.9	S020	History
170	#00BFC4	6	56.4	S020	History
170	#00BFC4	7	56.5	S020	History
170	#00BFC4	8	55	S020	History
171	#00BFC4	1	71.1	S021	History
171	#00BFC4	2	82.5	S021	History
171	#00BFC4	3	81.3	S021	History
171	#00BFC4	4	93.1	S021	History
171	#00BFC4	5	88.5	S021	History
171	#00BFC4	6	84.6	S021	History
171	#00BFC4	7	92.4	S021	History
171	#00BFC4	8	86.7	S021	History
172	#00BFC4	1	69.2	S022	History
172	#00BFC4	2	64.8	S022	History
172	#00BFC4	3	75.2	S022	History
172	#00BFC4	4	75.6	S022	History
172	#00BFC4	5	71.9	S022	History
172	#00BFC4	6	78.7	S022	History
172	#00BFC4	7	80.7	S022	History
172	#00BFC4	8	83.6	S022	History
173	#00BFC4	1	77.4	S023	History
173	#00BFC4	2	75.7	S023	History
173	#00BFC4	3	84.5	S023	History
173	#00BFC4	4	76.5	S023	History
173	#00BFC4	5	93.9	S023	History
173	#00BFC4	6	99	S023	History
173	#00BFC4	7	90.1	S023	History
173	#00BFC4	8	87.9	S023	History
174	#00BFC4	1	59.5	S024	History
174	#00BFC4	2	61.2	S024	History
174	#00BFC4	3	67.2	S024	History
174	#00BFC4	4	66.8	S024	History
174	#00BFC4	5	79.9	S024	History
174	#00BFC4	6	77.4	S024	History
174	#00BFC4	7	79.8	S024	History
174	#00BFC4	8	76.2	S024	History
175	#00BFC4	1	82.3	S025	History
175	#00BFC4	2	70	S025	History
175	#00BFC4	3	70.4	S025	History
175	#00BFC4	4	73.9	S025	History
175	#00BFC4	5	63.5	S025	History
175	#00BFC4	6	77.8	S025	History
175	#00BFC4	7	87.5	S025	History
175	#00BFC4	8	84.1	S025	History
176	#00BFC4	1	48.7	S026	History
176	#00BFC4	2	56	S026	History
176	#00BFC4	3	51.6	S026	History
176	#00BFC4	4	64.3	S026	History
176	#00BFC4	5	59.3	S026	History
176	#00BFC4	6	69.6	S026	History
176	#00BFC4	7	60.8	S026	History
176	#00BFC4	8	63.8	S026	History
177	#00BFC4	1	58.7	S027	History
177	#00BFC4	2	64.4	S027	History
177	#00BFC4	3	59.6	S027	History
177	#00BFC4	4	70.9	S027	History
177	#00BFC4	5	79.4	S027	History
177	#00BFC4	6	79.9	S027	History
177	#00BFC4	7	76.9	S027	History
177	#00BFC4	8	77.5	S027	History
178	#00BFC4	1	75.3	S028	History
178	#00BFC4	2	68.1	S028	History
178	#00BFC4	3	79.9	S028	History
178	#00BFC4	4	79.3	S028	History
178	#00BFC4	5	87.2	S028	History
178	#00BFC4	6	82.4	S028	History
178	#00BFC4	7	83.1	S028	History
178	#00BFC4	8	88.5	S028	History
179	#00BFC4	1	34.7	S029	History
179	#00BFC4	2	45.6	S029	History
179	#00BFC4	3	53.3	S029	History
179	#00BFC4	4	49.7	S029	History
179	#00BFC4	5	54.6	S029	History
179	#00BFC4	6	54.7	S029	History
179	#00BFC4	7	69.5	S029	History
179	#00BFC4	8	62.5	S029	History
180	#00BFC4	1	62.1	S030	History
180	#00BFC4	2	65.1	S030	History
180	#00BFC4	3	75.5	S030	History
180	#00BFC4	4	71.4	S030	History
180	#00BFC4	5	71.8	S030	History
180	#00BFC4	6	78.5	S030	History
180	#00BFC4	7	72.1	S030	History
180	#00BFC4	8	78.3	S030	History
181	#00BFC4	1	51	S031	History
181	#00BFC4	2	45.7	S031	History
181	#00BFC4	3	51.3	S031	History
181	#00BFC4	4	59.8	S031	History
181	#00BFC4	5	58.9	S031	History
181	#00BFC4	6	56.2	S031	History
181	#00BFC4	7	69.2	S031	History
181	#00BFC4	8	61.3	S031	History
182	#00BFC4	1	58.6	S032	History
182	#00BFC4	2	58.7	S032	History
182	#00BFC4	3	71.3	S032	History
182	#00BFC4	4	68.3	S032	History
182	#00BFC4	5	63.9	S032	History
182	#00BFC4	6	72.6	S032	History
182	#00BFC4	7	75.7	S032	History
182	#00BFC4	8	77.8	S032	History
183	#00BFC4	1	66.6	S033	History
183	#00BFC4	2	53.5	S033	History
183	#00BFC4	3	57.6	S033	History
183	#00BFC4	4	65.4	S033	History
183	#00BFC4	5	64	S033	History
183	#00BFC4	6	67.6	S033	History
183	#00BFC4	7	76.1	S033	History
183	#00BFC4	8	79	S033	History
184	#00BFC4	1	74.7	S034	History
184	#00BFC4	2	77.4	S034	History
184	#00BFC4	3	85.4	S034	History
184	#00BFC4	4	84	S034	History
184	#00BFC4	5	81.4	S034	History
184	#00BFC4	6	82.1	S034	History
184	#00BFC4	7	90.2	S034	History
184	#00BFC4	8	93.1	S034	History
185	#00BFC4	1	65.7	S035	History
185	#00BFC4	2	58	S035	History
185	#00BFC4	3	74.9	S035	History
185	#00BFC4	4	66.3	S035	History
185	#00BFC4	5	75.6	S035	History
185	#00BFC4	6	64.1	S035	History
185	#00BFC4	7	75.8	S035	History
185	#00BFC4	8	67.8	S035	History
186	#00BFC4	1	61.3	S036	History
186	#00BFC4	2	77.1	S036	History
186	#00BFC4	3	73.9	S036	History
186	#00BFC4	4	70.4	S036	History
186	#00BFC4	5	79.7	S036	History
186	#00BFC4	6	85.8	S036	History
186	#00BFC4	7	79.2	S036	History
186	#00BFC4	8	85.2	S036	History
187	#00BFC4	1	75.2	S037	History
187	#00BFC4	2	64.8	S037	History
187	#00BFC4	3	79.1	S037	History
187	#00BFC4	4	72.4	S037	History
187	#00BFC4	5	78.5	S037	History
187	#00BFC4	6	74.4	S037	History
187	#00BFC4	7	81.1	S037	History
187	#00BFC4	8	87.8	S037	History
188	#00BFC4	1	49.7	S038	History
188	#00BFC4	2	65.6	S038	History
188	#00BFC4	3	65	S038	History
188	#00BFC4	4	62.5	S038	History
188	#00BFC4	5	66.4	S038	History
188	#00BFC4	6	72.6	S038	History
188	#00BFC4	7	69.7	S038	History
188	#00BFC4	8	85.1	S038	History
189	#00BFC4	1	59.3	S039	History
189	#00BFC4	2	62.2	S039	History
189	#00BFC4	3	59	S039	History
189	#00BFC4	4	61.2	S039	History
189	#00BFC4	5	61	S039	History
189	#00BFC4	6	73.2	S039	History
189	#00BFC4	7	73.9	S039	History
189	#00BFC4	8	62.2	S039	History
190	#00BFC4	1	71.5	S040	History
190	#00BFC4	2	78.3	S040	History
190	#00BFC4	3	69.9	S040	History
190	#00BFC4	4	67.5	S040	History
190	#00BFC4	5	77.1	S040	History
190	#00BFC4	6	83	S040	History
190	#00BFC4	7	86.3	S040	History
190	#00BFC4	8	75.7	S040	History
191	#00BFC4	1	53	S041	History
191	#00BFC4	2	54.4	S041	History
191	#00BFC4	3	56	S041	History
191	#00BFC4	4	70.8	S041	History
191	#00BFC4	5	59.1	S041	History
191	#00BFC4	6	64.2	S041	History
191	#00BFC4	7	58.6	S041	History
191	#00BFC4	8	68.4	S041	History
192	#00BFC4	1	57	S042	History
192	#00BFC4	2	64.4	S042	History
192	#00BFC4	3	75.2	S042	History
192	#00BFC4	4	72.9	S042	History
192	#00BFC4	5	69	S042	History
192	#00BFC4	6	67.8	S042	History
192	#00BFC4	7	86.1	S042	History
192	#00BFC4	8	87.6	S042	History
193	#00BFC4	1	71.6	S043	History
193	#00BFC4	2	75.5	S043	History
193	#00BFC4	3	69.4	S043	History
193	#00BFC4	4	80.2	S043	History
193	#00BFC4	5	79.2	S043	History
193	#00BFC4	6	88	S043	History
193	#00BFC4	7	89.2	S043	History
193	#00BFC4	8	87.5	S043	History
194	#00BFC4	1	84.9	S044	History
194	#00BFC4	2	90.5	S044	History
194	#00BFC4	3	86.9	S044	History
194	#00BFC4	4	94.2	S044	History
194	#00BFC4	5	100	S044	History
194	#00BFC4	6	99.1	S044	History
194	#00BFC4	7	98.1	S044	History
194	#00BFC4	8	97.2	S044	History
195	#00BFC4	1	56.7	S045	History
195	#00BFC4	2	56	S045	History
195	#00BFC4	3	58.9	S045	History
195	#00BFC4	4	55.3	S045	History
195	#00BFC4	5	58.2	S045	History
195	#00BFC4	6	67.5	S045	History
195	#00BFC4	7	69.6	S045	History
195	#00BFC4	8	60.6	S045	History
196	#00BFC4	1	73.9	S046	History
196	#00BFC4	2	61.8	S046	History
196	#00BFC4	3	76.5	S046	History
196	#00BFC4	4	71.8	S046	History
196	#00BFC4	5	76.8	S046	History
196	#00BFC4	6	81.6	S046	History
196	#00BFC4	7	72.3	S046	History
196	#00BFC4	8	73.1	S046	History
197	#00BFC4	1	62.5	S047	History
197	#00BFC4	2	65.6	S047	History
197	#00BFC4	3	72.1	S047	History
197	#00BFC4	4	68.3	S047	History
197	#00BFC4	5	66.8	S047	History
197	#00BFC4	6	77.6	S047	History
197	#00BFC4	7	83.1	S047	History
197	#00BFC4	8	71.1	S047	History
198	#00BFC4	1	74.1	S048	History
198	#00BFC4	2	83.7	S048	History
198	#00BFC4	3	77.7	S048	History
198	#00BFC4	4	69.1	S048	History
198	#00BFC4	5	84.2	S048	History
198	#00BFC4	6	82.2	S048	History
198	#00BFC4	7	76.8	S048	History
198	#00BFC4	8	82.8	S048	History
199	#00BFC4	1	65.7	S049	History
199	#00BFC4	2	70.9	S049	History
199	#00BFC4	3	70.6	S049	History
199	#00BFC4	4	77.6	S049	History
199	#00BFC4	5	81.6	S049	History
199	#00BFC4	6	84.7	S049	History
199	#00BFC4	7	81.5	S049	History
199	#00BFC4	8	86.6	S049	History
200	#00BFC4	1	90.9	S050	History
200	#00BFC4	2	76.2	S050	History
200	#00BFC4	3	91.5	S050	History
200	#00BFC4	4	91.9	S050	History
200	#00BFC4	5	95.6	S050	History
200	#00BFC4	6	100	S050	History
200	#00BFC4	7	86.6	S050	History
200	#00BFC4	8	100	S050	History
201	#619CFF	1	64	S001	Mathematics
201	#619CFF	2	66.8	S001	Mathematics
201	#619CFF	3	75.7	S001	Mathematics
201	#619CFF	4	81.2	S001	Mathematics
201	#619CFF	5	77.1	S001	Mathematics
201	#619CFF	6	68.6	S001	Mathematics
201	#619CFF	7	87.9	S001	Mathematics
201	#619CFF	8	79.6	S001	Mathematics
202	#619CFF	1	57.9	S002	Mathematics
202	#619CFF	2	67.7	S002	Mathematics
202	#619CFF	3	61.5	S002	Mathematics
202	#619CFF	4	75	S002	Mathematics
202	#619CFF	5	75	S002	Mathematics
202	#619CFF	6	69.2	S002	Mathematics
202	#619CFF	7	82.6	S002	Mathematics
202	#619CFF	8	71	S002	Mathematics
203	#619CFF	1	52.7	S003	Mathematics
203	#619CFF	2	61.5	S003	Mathematics
203	#619CFF	3	57.9	S003	Mathematics
203	#619CFF	4	52.2	S003	Mathematics
203	#619CFF	5	52.8	S003	Mathematics
203	#619CFF	6	60.4	S003	Mathematics
203	#619CFF	7	60	S003	Mathematics
203	#619CFF	8	71.8	S003	Mathematics
204	#619CFF	1	49.7	S004	Mathematics
204	#619CFF	2	53.1	S004	Mathematics
204	#619CFF	3	57.5	S004	Mathematics
204	#619CFF	4	63.8	S004	Mathematics
204	#619CFF	5	62.4	S004	Mathematics
204	#619CFF	6	54	S004	Mathematics
204	#619CFF	7	61.4	S004	Mathematics
204	#619CFF	8	65.3	S004	Mathematics
205	#619CFF	1	65.2	S005	Mathematics
205	#619CFF	2	60.4	S005	Mathematics
205	#619CFF	3	75.3	S005	Mathematics
205	#619CFF	4	71	S005	Mathematics
205	#619CFF	5	71.7	S005	Mathematics
205	#619CFF	6	66.5	S005	Mathematics
205	#619CFF	7	89.5	S005	Mathematics
205	#619CFF	8	77.8	S005	Mathematics
206	#619CFF	1	62.8	S006	Mathematics
206	#619CFF	2	69.4	S006	Mathematics
206	#619CFF	3	79.4	S006	Mathematics
206	#619CFF	4	68	S006	Mathematics
206	#619CFF	5	77.4	S006	Mathematics
206	#619CFF	6	73.1	S006	Mathematics
206	#619CFF	7	78.7	S006	Mathematics
206	#619CFF	8	85.3	S006	Mathematics
207	#619CFF	1	66.8	S007	Mathematics
207	#619CFF	2	68	S007	Mathematics
207	#619CFF	3	63.1	S007	Mathematics
207	#619CFF	4	70.2	S007	Mathematics
207	#619CFF	5	76.4	S007	Mathematics
207	#619CFF	6	63.4	S007	Mathematics
207	#619CFF	7	71	S007	Mathematics
207	#619CFF	8	74.2	S007	Mathematics
208	#619CFF	1	54.5	S008	Mathematics
208	#619CFF	2	61.8	S008	Mathematics
208	#619CFF	3	58.2	S008	Mathematics
208	#619CFF	4	60.8	S008	Mathematics
208	#619CFF	5	62.6	S008	Mathematics
208	#619CFF	6	68.2	S008	Mathematics
208	#619CFF	7	72	S008	Mathematics
208	#619CFF	8	72.8	S008	Mathematics
209	#619CFF	1	49.8	S009	Mathematics
209	#619CFF	2	52.6	S009	Mathematics
209	#619CFF	3	47.8	S009	Mathematics
209	#619CFF	4	51.1	S009	Mathematics
209	#619CFF	5	53.7	S009	Mathematics
209	#619CFF	6	57.5	S009	Mathematics
209	#619CFF	7	61.6	S009	Mathematics
209	#619CFF	8	63	S009	Mathematics
210	#619CFF	1	45.6	S010	Mathematics
210	#619CFF	2	42.3	S010	Mathematics
210	#619CFF	3	49.9	S010	Mathematics
210	#619CFF	4	56.7	S010	Mathematics
210	#619CFF	5	52.3	S010	Mathematics
210	#619CFF	6	53.2	S010	Mathematics
210	#619CFF	7	63	S010	Mathematics
210	#619CFF	8	61.6	S010	Mathematics
211	#619CFF	1	48.2	S011	Mathematics
211	#619CFF	2	41.1	S011	Mathematics
211	#619CFF	3	47.2	S011	Mathematics
211	#619CFF	4	51.5	S011	Mathematics
211	#619CFF	5	42.5	S011	Mathematics
211	#619CFF	6	46.1	S011	Mathematics
211	#619CFF	7	52.4	S011	Mathematics
211	#619CFF	8	52	S011	Mathematics
212	#619CFF	1	66	S012	Mathematics
212	#619CFF	2	66.4	S012	Mathematics
212	#619CFF	3	62.8	S012	Mathematics
212	#619CFF	4	63.6	S012	Mathematics
212	#619CFF	5	66.2	S012	Mathematics
212	#619CFF	6	71.9	S012	Mathematics
212	#619CFF	7	74.6	S012	Mathematics
212	#619CFF	8	78	S012	Mathematics
213	#619CFF	1	68	S013	Mathematics
213	#619CFF	2	63.6	S013	Mathematics
213	#619CFF	3	70.1	S013	Mathematics
213	#619CFF	4	75	S013	Mathematics
213	#619CFF	5	66	S013	Mathematics
213	#619CFF	6	81.5	S013	Mathematics
213	#619CFF	7	84.7	S013	Mathematics
213	#619CFF	8	72.7	S013	Mathematics
214	#619CFF	1	60.8	S014	Mathematics
214	#619CFF	2	58.7	S014	Mathematics
214	#619CFF	3	68.2	S014	Mathematics
214	#619CFF	4	56.3	S014	Mathematics
214	#619CFF	5	59.6	S014	Mathematics
214	#619CFF	6	68.3	S014	Mathematics
214	#619CFF	7	71.8	S014	Mathematics
214	#619CFF	8	73.5	S014	Mathematics
215	#619CFF	1	32.5	S015	Mathematics
215	#619CFF	2	35.6	S015	Mathematics
215	#619CFF	3	40	S015	Mathematics
215	#619CFF	4	38.2	S015	Mathematics
215	#619CFF	5	32.1	S015	Mathematics
215	#619CFF	6	34.5	S015	Mathematics
215	#619CFF	7	33.1	S015	Mathematics
215	#619CFF	8	34.5	S015	Mathematics
216	#619CFF	1	54.9	S016	Mathematics
216	#619CFF	2	54.9	S016	Mathematics
216	#619CFF	3	62.1	S016	Mathematics
216	#619CFF	4	59.8	S016	Mathematics
216	#619CFF	5	69.4	S016	Mathematics
216	#619CFF	6	68.6	S016	Mathematics
216	#619CFF	7	69.1	S016	Mathematics
216	#619CFF	8	77	S016	Mathematics
217	#619CFF	1	37.7	S017	Mathematics
217	#619CFF	2	50.6	S017	Mathematics
217	#619CFF	3	48.1	S017	Mathematics
217	#619CFF	4	51.9	S017	Mathematics
217	#619CFF	5	53.5	S017	Mathematics
217	#619CFF	6	59.5	S017	Mathematics
217	#619CFF	7	57.6	S017	Mathematics
217	#619CFF	8	66	S017	Mathematics
218	#619CFF	1	65.1	S018	Mathematics
218	#619CFF	2	64.1	S018	Mathematics
218	#619CFF	3	69.8	S018	Mathematics
218	#619CFF	4	69.3	S018	Mathematics
218	#619CFF	5	66.5	S018	Mathematics
218	#619CFF	6	71.9	S018	Mathematics
218	#619CFF	7	60.1	S018	Mathematics
218	#619CFF	8	79.3	S018	Mathematics
219	#619CFF	1	43.4	S019	Mathematics
219	#619CFF	2	45.9	S019	Mathematics
219	#619CFF	3	44.6	S019	Mathematics
219	#619CFF	4	38	S019	Mathematics
219	#619CFF	5	47.2	S019	Mathematics
219	#619CFF	6	54.4	S019	Mathematics
219	#619CFF	7	56.7	S019	Mathematics
219	#619CFF	8	53.3	S019	Mathematics
220	#619CFF	1	31.7	S020	Mathematics
220	#619CFF	2	35.3	S020	Mathematics
220	#619CFF	3	38.9	S020	Mathematics
220	#619CFF	4	34.8	S020	Mathematics
220	#619CFF	5	49.7	S020	Mathematics
220	#619CFF	6	38	S020	Mathematics
220	#619CFF	7	50.8	S020	Mathematics
220	#619CFF	8	58	S020	Mathematics
221	#619CFF	1	74.1	S021	Mathematics
221	#619CFF	2	79.1	S021	Mathematics
221	#619CFF	3	74.9	S021	Mathematics
221	#619CFF	4	79.3	S021	Mathematics
221	#619CFF	5	76	S021	Mathematics
221	#619CFF	6	82.4	S021	Mathematics
221	#619CFF	7	80.3	S021	Mathematics
221	#619CFF	8	78.6	S021	Mathematics
222	#619CFF	1	54.1	S022	Mathematics
222	#619CFF	2	60	S022	Mathematics
222	#619CFF	3	63.5	S022	Mathematics
222	#619CFF	4	63.3	S022	Mathematics
222	#619CFF	5	71.4	S022	Mathematics
222	#619CFF	6	70.5	S022	Mathematics
222	#619CFF	7	63.3	S022	Mathematics
222	#619CFF	8	62.9	S022	Mathematics
223	#619CFF	1	68.9	S023	Mathematics
223	#619CFF	2	67.4	S023	Mathematics
223	#619CFF	3	70.1	S023	Mathematics
223	#619CFF	4	68.1	S023	Mathematics
223	#619CFF	5	87.6	S023	Mathematics
223	#619CFF	6	81.4	S023	Mathematics
223	#619CFF	7	76.7	S023	Mathematics
223	#619CFF	8	78.5	S023	Mathematics
224	#619CFF	1	55.2	S024	Mathematics
224	#619CFF	2	56.1	S024	Mathematics
224	#619CFF	3	55.1	S024	Mathematics
224	#619CFF	4	59.5	S024	Mathematics
224	#619CFF	5	67.9	S024	Mathematics
224	#619CFF	6	66.3	S024	Mathematics
224	#619CFF	7	71.3	S024	Mathematics
224	#619CFF	8	71.6	S024	Mathematics
225	#619CFF	1	62	S025	Mathematics
225	#619CFF	2	63.2	S025	Mathematics
225	#619CFF	3	62.8	S025	Mathematics
225	#619CFF	4	69.5	S025	Mathematics
225	#619CFF	5	69.3	S025	Mathematics
225	#619CFF	6	73.1	S025	Mathematics
225	#619CFF	7	72.1	S025	Mathematics
225	#619CFF	8	75.5	S025	Mathematics
226	#619CFF	1	40	S026	Mathematics
226	#619CFF	2	42.9	S026	Mathematics
226	#619CFF	3	41.1	S026	Mathematics
226	#619CFF	4	48.7	S026	Mathematics
226	#619CFF	5	56.6	S026	Mathematics
226	#619CFF	6	47.8	S026	Mathematics
226	#619CFF	7	57.2	S026	Mathematics
226	#619CFF	8	60.6	S026	Mathematics
227	#619CFF	1	62.9	S027	Mathematics
227	#619CFF	2	56.8	S027	Mathematics
227	#619CFF	3	59.6	S027	Mathematics
227	#619CFF	4	63	S027	Mathematics
227	#619CFF	5	62.4	S027	Mathematics
227	#619CFF	6	69.7	S027	Mathematics
227	#619CFF	7	77.2	S027	Mathematics
227	#619CFF	8	77.6	S027	Mathematics
228	#619CFF	1	67.3	S028	Mathematics
228	#619CFF	2	63.5	S028	Mathematics
228	#619CFF	3	67.6	S028	Mathematics
228	#619CFF	4	75.6	S028	Mathematics
228	#619CFF	5	74.3	S028	Mathematics
228	#619CFF	6	73.3	S028	Mathematics
228	#619CFF	7	76.4	S028	Mathematics
228	#619CFF	8	82.3	S028	Mathematics
229	#619CFF	1	31.2	S029	Mathematics
229	#619CFF	2	50.1	S029	Mathematics
229	#619CFF	3	43.4	S029	Mathematics
229	#619CFF	4	38.2	S029	Mathematics
229	#619CFF	5	40.9	S029	Mathematics
229	#619CFF	6	36.2	S029	Mathematics
229	#619CFF	7	47.4	S029	Mathematics
229	#619CFF	8	47.2	S029	Mathematics
230	#619CFF	1	56	S030	Mathematics
230	#619CFF	2	53.7	S030	Mathematics
230	#619CFF	3	52.9	S030	Mathematics
230	#619CFF	4	51.9	S030	Mathematics
230	#619CFF	5	58.4	S030	Mathematics
230	#619CFF	6	63.3	S030	Mathematics
230	#619CFF	7	66.3	S030	Mathematics
230	#619CFF	8	67.5	S030	Mathematics
231	#619CFF	1	36.4	S031	Mathematics
231	#619CFF	2	45.5	S031	Mathematics
231	#619CFF	3	46	S031	Mathematics
231	#619CFF	4	41.7	S031	Mathematics
231	#619CFF	5	49	S031	Mathematics
231	#619CFF	6	58.9	S031	Mathematics
231	#619CFF	7	59.3	S031	Mathematics
231	#619CFF	8	56.1	S031	Mathematics
232	#619CFF	1	58.7	S032	Mathematics
232	#619CFF	2	54.5	S032	Mathematics
232	#619CFF	3	60.3	S032	Mathematics
232	#619CFF	4	60.9	S032	Mathematics
232	#619CFF	5	55.4	S032	Mathematics
232	#619CFF	6	58	S032	Mathematics
232	#619CFF	7	68.6	S032	Mathematics
232	#619CFF	8	65.1	S032	Mathematics
233	#619CFF	1	56.3	S033	Mathematics
233	#619CFF	2	55.3	S033	Mathematics
233	#619CFF	3	57.4	S033	Mathematics
233	#619CFF	4	56.2	S033	Mathematics
233	#619CFF	5	65.8	S033	Mathematics
233	#619CFF	6	60.5	S033	Mathematics
233	#619CFF	7	62.9	S033	Mathematics
233	#619CFF	8	67.2	S033	Mathematics
234	#619CFF	1	60.3	S034	Mathematics
234	#619CFF	2	71.2	S034	Mathematics
234	#619CFF	3	87.7	S034	Mathematics
234	#619CFF	4	66.4	S034	Mathematics
234	#619CFF	5	73.5	S034	Mathematics
234	#619CFF	6	85.8	S034	Mathematics
234	#619CFF	7	78.4	S034	Mathematics
234	#619CFF	8	87.8	S034	Mathematics
235	#619CFF	1	52.8	S035	Mathematics
235	#619CFF	2	61.6	S035	Mathematics
235	#619CFF	3	58.9	S035	Mathematics
235	#619CFF	4	51.3	S035	Mathematics
235	#619CFF	5	71.2	S035	Mathematics
235	#619CFF	6	57.2	S035	Mathematics
235	#619CFF	7	65.1	S035	Mathematics
235	#619CFF	8	62.8	S035	Mathematics
236	#619CFF	1	66.4	S036	Mathematics
236	#619CFF	2	64.8	S036	Mathematics
236	#619CFF	3	63.7	S036	Mathematics
236	#619CFF	4	68.5	S036	Mathematics
236	#619CFF	5	75.6	S036	Mathematics
236	#619CFF	6	65.9	S036	Mathematics
236	#619CFF	7	76.1	S036	Mathematics
236	#619CFF	8	76	S036	Mathematics
237	#619CFF	1	59.5	S037	Mathematics
237	#619CFF	2	54.3	S037	Mathematics
237	#619CFF	3	67.6	S037	Mathematics
237	#619CFF	4	66.6	S037	Mathematics
237	#619CFF	5	78.4	S037	Mathematics
237	#619CFF	6	63.6	S037	Mathematics
237	#619CFF	7	75.9	S037	Mathematics
237	#619CFF	8	66.5	S037	Mathematics
238	#619CFF	1	50.8	S038	Mathematics
238	#619CFF	2	58.2	S038	Mathematics
238	#619CFF	3	56.3	S038	Mathematics
238	#619CFF	4	48.3	S038	Mathematics
238	#619CFF	5	50.1	S038	Mathematics
238	#619CFF	6	68	S038	Mathematics
238	#619CFF	7	64.1	S038	Mathematics
238	#619CFF	8	66.9	S038	Mathematics
239	#619CFF	1	50	S039	Mathematics
239	#619CFF	2	52.6	S039	Mathematics
239	#619CFF	3	52.5	S039	Mathematics
239	#619CFF	4	52.9	S039	Mathematics
239	#619CFF	5	57.3	S039	Mathematics
239	#619CFF	6	61.8	S039	Mathematics
239	#619CFF	7	56.2	S039	Mathematics
239	#619CFF	8	60.3	S039	Mathematics
240	#619CFF	1	65.4	S040	Mathematics
240	#619CFF	2	69.3	S040	Mathematics
240	#619CFF	3	59.4	S040	Mathematics
240	#619CFF	4	65.7	S040	Mathematics
240	#619CFF	5	72.5	S040	Mathematics
240	#619CFF	6	69.9	S040	Mathematics
240	#619CFF	7	70	S040	Mathematics
240	#619CFF	8	77.3	S040	Mathematics
241	#619CFF	1	42.1	S041	Mathematics
241	#619CFF	2	50.3	S041	Mathematics
241	#619CFF	3	50.6	S041	Mathematics
241	#619CFF	4	49.6	S041	Mathematics
241	#619CFF	5	56.4	S041	Mathematics
241	#619CFF	6	56	S041	Mathematics
241	#619CFF	7	54.4	S041	Mathematics
241	#619CFF	8	66.3	S041	Mathematics
242	#619CFF	1	54.3	S042	Mathematics
242	#619CFF	2	62.7	S042	Mathematics
242	#619CFF	3	59.7	S042	Mathematics
242	#619CFF	4	67	S042	Mathematics
242	#619CFF	5	52.6	S042	Mathematics
242	#619CFF	6	74.1	S042	Mathematics
242	#619CFF	7	67.7	S042	Mathematics
242	#619CFF	8	67.5	S042	Mathematics
243	#619CFF	1	58.4	S043	Mathematics
243	#619CFF	2	68.4	S043	Mathematics
243	#619CFF	3	70.1	S043	Mathematics
243	#619CFF	4	66.3	S043	Mathematics
243	#619CFF	5	73.2	S043	Mathematics
243	#619CFF	6	65.9	S043	Mathematics
243	#619CFF	7	76.6	S043	Mathematics
243	#619CFF	8	74.4	S043	Mathematics
244	#619CFF	1	80.2	S044	Mathematics
244	#619CFF	2	73	S044	Mathematics
244	#619CFF	3	85.7	S044	Mathematics
244	#619CFF	4	76.8	S044	Mathematics
244	#619CFF	5	79.6	S044	Mathematics
244	#619CFF	6	91.6	S044	Mathematics
244	#619CFF	7	88	S044	Mathematics
244	#619CFF	8	88.8	S044	Mathematics
245	#619CFF	1	47.8	S045	Mathematics
245	#619CFF	2	54.1	S045	Mathematics
245	#619CFF	3	52.9	S045	Mathematics
245	#619CFF	4	53.9	S045	Mathematics
245	#619CFF	5	55	S045	Mathematics
245	#619CFF	6	54	S045	Mathematics
245	#619CFF	7	49.9	S045	Mathematics
245	#619CFF	8	60.6	S045	Mathematics
246	#619CFF	1	48	S046	Mathematics
246	#619CFF	2	63.1	S046	Mathematics
246	#619CFF	3	58.3	S046	Mathematics
246	#619CFF	4	69.6	S046	Mathematics
246	#619CFF	5	76.6	S046	Mathematics
246	#619CFF	6	72.7	S046	Mathematics
246	#619CFF	7	70.5	S046	Mathematics
246	#619CFF	8	74	S046	Mathematics
247	#619CFF	1	54.5	S047	Mathematics
247	#619CFF	2	60.2	S047	Mathematics
247	#619CFF	3	62.3	S047	Mathematics
247	#619CFF	4	56.3	S047	Mathematics
247	#619CFF	5	71.1	S047	Mathematics
247	#619CFF	6	69.8	S047	Mathematics
247	#619CFF	7	57.6	S047	Mathematics
247	#619CFF	8	66.7	S047	Mathematics
248	#619CFF	1	57.8	S048	Mathematics
248	#619CFF	2	64.9	S048	Mathematics
248	#619CFF	3	76.1	S048	Mathematics
248	#619CFF	4	67.4	S048	Mathematics
248	#619CFF	5	65.6	S048	Mathematics
248	#619CFF	6	70.5	S048	Mathematics
248	#619CFF	7	73.4	S048	Mathematics
248	#619CFF	8	73.6	S048	Mathematics
249	#619CFF	1	63.2	S049	Mathematics
249	#619CFF	2	58.6	S049	Mathematics
249	#619CFF	3	76.1	S049	Mathematics
249	#619CFF	4	62.3	S049	Mathematics
249	#619CFF	5	73.8	S049	Mathematics
249	#619CFF	6	77.4	S049	Mathematics
249	#619CFF	7	79.9	S049	Mathematics
249	#619CFF	8	82.1	S049	Mathematics
250	#619CFF	1	82.2	S050	Mathematics
250	#619CFF	2	77.5	S050	Mathematics
250	#619CFF	3	72.5	S050	Mathematics
